1,6.11591339111
2,14.7180557251
3,20.4861164093
4,30.4400920868
5,47.0187664032
6,66.0319328308
7,87.0609283447
8,110.242128372
9,162.649869919
10,168.552875519
11,205.2090168
12,237.179040909
13,280.914068222
14,337.594985962
15,367.168903351
16,430.816888809
17,470.522880554
18,537.232160568
19,582.35001564
20,635.585069656
21,709.141016006
22,768.450975418
23,843.235015869
24,920.941114426
25,1007.62796402
26,1069.72408295
27,1168.64609718
28,1308.93206596
29,1346.69995308
30,1461.7729187
31,1530.85803986
32,1618.18695068
33,1726.5598774
34,1849.66492653
35,1955.21593094
36,2052.3481369
37,2164.60680962
38,2282.80591965
39,2445.44291496
40,2541.60094261
41,2671.82278633
42,2758.47697258
43,2906.08811378
44,3075.6881237
45,3182.94692039
46,3353.6298275
47,3472.97406197
48,3628.35502625
49,3775.45118332
50,3925.42600632
51,4114.48001862
52,4449.25498962
53,4495.31197548
54,4571.24185562
55,4788.56897354
56,4895.41006088
57,5085.77895164
58,5237.16688156
59,5459.9070549
60,5601.67598724
61,5876.44910812
62,5955.14202118
63,6184.02409554
64,6385.84399223
65,6588.31906319
66,6839.11108971
67,6965.22712708
68,7232.07092285
69,7406.76498413
70,7709.59115028
71,8110.02802849
72,8090.33894539
73,8266.27707481
74,8522.30715752
75,8817.89708138
76,9068.29619408
77,9215.29006958
78,9510.59699059
79,9688.17019463
80,9915.4279232
81,10317.0650005
82,10500.0009537
83,10838.1700516
84,11518.2321072
85,11390.2261257
86,11638.9780045
87,11791.0740376
88,12114.5560741
89,12376.9061565
90,12383.72612
91,12538.0561352
92,12912.006855
93,13332.6539993
94,13469.16008
95,13684.4949722
96,14084.7389698
97,14284.747839
98,14767.2588825
99,14783.1199169
