1,238.856077194
2,377.850055695
3,588.716983795
4,763.895988464
5,947.095155716
6,1046.14090919
7,1202.74305344
8,1413.2399559
9,1559.33094025
10,1730.88908195
11,1976.28998756
12,2095.29089928
13,2238.70611191
14,2540.2700901
15,2984.82489586
16,2997.22695351
17,3099.52688217
18,3168.75815392
19,3309.21983719
20,3472.18799591
21,3595.06797791
22,3753.75509262
23,3939.01205063
24,4103.52396965
25,4267.06790924
26,4477.47421265
27,4611.69099808
28,4847.38397598
29,5347.32604027
30,5544.52490807
31,5683.91299248
32,6604.90989685
33,6092.31710434
34,6571.89893723
35,6134.80019569
36,6219.93398666
37,6420.17102242
38,6587.3529911
39,7084.64193344
40,7020.89309692
41,7311.16294861
42,7862.78700829
43,7842.02599525
44,7806.08105659
45,8236.91987991
46,8243.75414848
47,8225.82101822
48,8552.30379105
49,8801.68795586
50,8785.32290459
51,9032.37009048
52,9190.13595581
53,9340.98410606
54,9945.79291344
55,9957.4649334
56,10744.879961
57,10144.4869041
58,10603.110075
59,10846.2939262
60,11289.055109
61,11137.1529102
62,11324.6071339
63,11865.7619953
64,11861.3162041
65,11821.2740421
66,12151.777029
67,14216.6051865
68,12615.0870323
69,12572.7250576
70,13177.2780418
71,13315.8009052
72,13573.51017
73,13871.4900017
74,14394.2980766
75,14261.8989944
76,14503.0450821
77,15007.2159767
78,14882.4169636
79,15469.4430828
80,15446.8159676
81,17291.082859
82,16143.0578232
83,16173.2871532
84,16569.920063
85,16987.4839783
86,17658.0541134
87,17306.6129684
88,17423.5310555
89,17374.1748333
90,17940.8130646
91,17828.5870552
92,17871.3569641
93,17979.9671173
94,18567.5289631
95,19567.617178
96,19461.961031
97,19543.514967
98,19679.0368557
99,21513.2479668
